h3_cell,hotspot_name,center_lat,center_lon,PCRI,priority_score,confidence,enforcement_tier,violations,persistence_pct,chronicity_score,dominant_violation,root_cause,recommendation,peak_hour,insight
896014598cbffff,"Mumbai Bengaluru Highway, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",13.049524893430657,77.49579273065693,28.258162942207203,35.59596808391282,52.40119060980337,Critical,137,39.5,194.6265205637096,WRONG PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,5,"Mumbai Bengaluru Highway, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India) has a PCRI of 28.3 from 137 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 5:00."
89618925983ffff,"11th Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",12.926502414588237,77.58572570211764,28.184938533385417,40.807732454845,64.38877526746066,Critical,425,55.3,334.8104958486962,NO PARKING,General Illegal Parking,Routine monitoring,2,"11th Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India) has a PCRI of 28.2 from 425 violations. Primary issue: General Illegal Parking. Recommended enforcement around 2:00."
8961892da23ffff,"Bellahali Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",13.121489257524273,77.63116955121359,28.175494094235372,30.22343321366344,56.713299499102945,High,206,21.7,115.7199978138585,NO PARKING,Road Capacity Reduction,Increase enforcement and towing,19,"Bellahali Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India) has a PCRI of 28.2 from 206 violations. Primary issue: Road Capacity Reduction. Recommended enforcement around 19:00."
8960145b437ffff,"Y Ramachandra Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",12.975467770270269,77.58160687054054,28.049889532208816,45.00397018297547,70.2758823559117,Critical,740,67.8,448.0224423950747,WRONG PARKING,General Illegal Parking,Routine monitoring,23,"Y Ramachandra Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India) has a PCRI of 28.0 from 740 violations. Primary issue: General Illegal Parking. Recommended enforcement around 23:00."
8960145b6a3ffff,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.99372031618163,77.58938830705728,28.015922944974392,35.92940259735426,73.13983110067748,Critical,969,36.8,253.08449543110535,WRONG PARKING,General Illegal Parking,Routine monitoring,22,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India) has a PCRI of 28.0 from 969 violations. Primary issue: General Illegal Parking. Recommended enforcement around 22:00."
8961892ec87ffff,"Jeevan Bhima Nagar Main Road, Indian Airlines Staff Quarters, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.968494172115385,77.65002909711538,27.952940269445026,29.240597879007723,49.49472444126668,High,104,19.7,91.6830188981032,PARKING IN A MAIN ROAD,Road Capacity Reduction,Increase enforcement and towing,23,"Jeevan Bhima Nagar Main Road, Indian Airlines Staff Quarters, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India) has a PCRI of 28.0 from 104 violations. Primary issue: Road Capacity Reduction. Recommended enforcement around 23:00."
89618925a7bffff,"Brigade Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",12.97170600089126,77.60661222032934,27.915636250929825,39.009583087982826,61.83309845527515,Critical,334,50.7,294.7764179635309,NO PARKING,General Illegal Parking,Routine monitoring,7,"Brigade Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India) has a PCRI of 27.9 from 334 violations. Primary issue: General Illegal Parking. Recommended enforcement around 7:00."
89618926217ffff,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",12.85537369018888,77.66425848164423,27.622342928877586,27.111517755613747,47.494794773088856,High,86,13.8,61.62953203743326,PARKING IN A MAIN ROAD,Road Capacity Reduction,Increase enforcement and towing,20,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India) has a PCRI of 27.6 from 86 violations. Primary issue: Road Capacity Reduction. Recommended enforcement around 20:00."
8960145829bffff,"50 Feet Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",13.008815245054945,77.52677206813188,27.58504912379393,33.041508202792556,55.40272417807629,High,182,32.9,171.39209442848275,NO PARKING,General Illegal Parking,Routine monitoring,5,"50 Feet Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India) has a PCRI of 27.6 from 182 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
89618925357ffff,"Old Airport Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",12.959843954391806,77.64891534633078,27.529680705383115,44.33715546691751,66.48880451250669,Critical,518,68.4,427.6302256085468,NO PARKING,General Illegal Parking,Routine monitoring,3,"Old Airport Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India) has a PCRI of 27.5 from 518 violations. Primary issue: General Illegal Parking. Recommended enforcement around 3:00."
89618920a9bffff,"HAL Airport Road, Miraya Rose, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",12.956420242725057,77.73203486229328,27.51889837760631,26.826788713174825,46.994233250261644,High,82,13.2,58.328696022915096,PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC,Road Capacity Reduction,Increase enforcement and towing,3,"HAL Airport Road, Miraya Rose, Siddapura, Bengaluru, Karnataka. Pin-560066 (India) has a PCRI of 27.5 from 82 violations. Primary issue: Road Capacity Reduction. Recommended enforcement around 3:00."
8960145b3b7ffff,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",12.998290824767691,77.5525136037809,27.506807519309113,49.4421616059408,77.26762048749973,Critical,1429,80.3,583.4140067772923,WRONG PARKING,General Illegal Parking,Routine monitoring,3,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India) has a PCRI of 27.5 from 1429 violations. Primary issue: General Illegal Parking. Recommended enforcement around 3:00."
8961892ed77ffff,"Old Madras Road, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.974035872856591,77.62343012469472,27.459187499303678,39.415541643069844,62.539286506777024,Critical,357,53.3,313.4324081751573,NO PARKING,Demand Overflow,Create dedicated parking capacity,23,"Old Madras Road, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India) has a PCRI of 27.5 from 357 violations. Primary issue: Demand Overflow. Recommended enforcement around 23:00."
8960145a2c3ffff,"JJR Main Road, Obleshwar Colony, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",12.964265021153846,77.55568736000001,27.44610514268091,33.83241120169978,59.17850249818303,High,260,35.5,197.54047445995562,NO PARKING,General Illegal Parking,Routine monitoring,21,"JJR Main Road, Obleshwar Colony, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India) has a PCRI of 27.4 from 260 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
8961892eba3ffff,"Robertson Road, Sri Ramakrishnappa Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",13.000323113461539,77.6113201081361,27.44215586741341,43.90999470205292,69.31523248594804,Critical,676,66.4,432.7733725213751,NO PARKING,General Illegal Parking,Routine monitoring,6,"Robertson Road, Sri Ramakrishnappa Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India) has a PCRI of 27.4 from 676 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
8961892e98fffff,"Dickenson Road, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",12.980576400561796,77.61346126844569,27.434202664843866,46.558096427432375,74.1733675945319,Critical,1068,73.0,509.13696050482827,NO PARKING,General Illegal Parking,Routine monitoring,5,"Dickenson Road, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India) has a PCRI of 27.4 from 1068 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
89618926387ffff,"Neeladri Road, Himagiri Residency, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)",12.842106926615244,77.64464745873397,27.277705008885395,46.60039613349859,71.28819834737124,Critical,814,75.0,502.7391084930647,NO PARKING,General Illegal Parking,Routine monitoring,7,"Neeladri Road, Himagiri Residency, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India) has a PCRI of 27.3 from 814 violations. Primary issue: General Illegal Parking. Recommended enforcement around 7:00."
8961892ed73ffff,"Old Madras Road, Illpaythope, Bengaluru, Karnataka. Pin-560008 (India)",12.976016668216603,77.62625013407643,27.25611541982749,28.584131224136033,48.76098738599873,High,97,19.7,90.32385932981028,NO PARKING,Road Capacity Reduction,Increase enforcement and towing,2,"Old Madras Road, Illpaythope, Bengaluru, Karnataka. Pin-560008 (India) has a PCRI of 27.3 from 97 violations. Primary issue: Road Capacity Reduction. Recommended enforcement around 2:00."
896189359a7ffff,"Hosur Road, Janatha Colony, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",12.81870101263158,77.6891791031579,27.18730046932201,27.331723510754923,48.54170190406715,High,95,15.8,72.11670142519182,PARKING IN A MAIN ROAD,Road Capacity Reduction,Increase enforcement and towing,20,"Hosur Road, Janatha Colony, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India) has a PCRI of 27.2 from 95 violations. Primary issue: Road Capacity Reduction. Recommended enforcement around 20:00."
89618925817ffff,"Dairy Circle Flyover Underpass, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",12.9368465155,77.60175085,27.17552410110871,39.28808009625999,56.40048373929887,Critical,200,54.6,289.5604479800255,PARKING IN A MAIN ROAD,Road Capacity Reduction,Increase enforcement and towing,0,"Dairy Circle Flyover Underpass, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India) has a PCRI of 27.2 from 200 violations. Primary issue: Road Capacity Reduction. Recommended enforcement around 0:00."
8960145b49bffff,"Walton Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.97138373584475,77.59758747248858,27.090100103218557,46.52948731901227,72.06794236019344,Critical,876,75.0,508.23802442791373,NO PARKING,General Illegal Parking,Routine monitoring,5,"Walton Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India) has a PCRI of 27.1 from 876 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
89618925c6bffff,"20th Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",12.936011521774194,77.61585163801843,27.080519201486293,44.714054973781494,71.97048491682445,Critical,868,69.1,467.62340995583855,NO PARKING,General Illegal Parking,Routine monitoring,2,"20th Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India) has a PCRI of 27.1 from 868 violations. Primary issue: General Illegal Parking. Recommended enforcement around 2:00."
89618926397ffff,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",12.841773765062388,77.646569121123,27.039292960144714,41.69242081318845,74.69745933587335,Critical,1122,57.9,406.6756434793558,WRONG PARKING,General Illegal Parking,Routine monitoring,7,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India) has a PCRI of 27.0 from 1122 violations. Primary issue: General Illegal Parking. Recommended enforcement around 7:00."
8960145a6d7ffff,"Sri DV Gundappa Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",12.944997488338773,77.571519570823,27.02078460008714,48.734962599139806,72.64613630095013,Critical,925,82.2,561.497862087916,NO PARKING,General Illegal Parking,Routine monitoring,5,"Sri DV Gundappa Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India) has a PCRI of 27.0 from 925 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8960145b193ffff,"G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",12.975748328327574,77.55921603162501,26.991641224850277,47.41403491345448,74.4677120951947,Critical,1098,77.0,539.1660084890789,NO PARKING,General Illegal Parking,Routine monitoring,23,"G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India) has a PCRI of 27.0 from 1098 violations. Primary issue: General Illegal Parking. Recommended enforcement around 23:00."
89618920e8bffff,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.942496426785715,77.74716306607142,26.98844580398249,27.47822498418636,42.99772523773474,High,56,17.1,69.13617667997082,WRONG PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,23,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India) has a PCRI of 27.0 from 56 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 23:00."
89618925c03ffff,"Domlur Inner Ring Road, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560068 (India)",12.925309484739289,77.61896229003747,26.973820197874304,34.65831716180046,66.67164516073028,Critical,527,38.2,239.4794780375792,NO PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,4,"Domlur Inner Ring Road, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560068 (India) has a PCRI of 27.0 from 527 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 4:00."
8960145a223ffff,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",12.964772961883279,77.53916058436053,26.901713319872012,42.34038261569761,78.40224731367185,Critical,1590,57.9,426.84563384075784,WRONG PARKING,General Illegal Parking,Routine monitoring,6,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India) has a PCRI of 26.9 from 1590 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
8960145b5d7ffff,"Avenue Road, Medarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",12.96758941959904,77.57786179735743,26.900111377553472,43.257468688148066,69.60959128047264,Critical,695,65.8,430.6840076500048,WRONG PARKING,General Illegal Parking,Routine monitoring,4,"Avenue Road, Medarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India) has a PCRI of 26.9 from 695 violations. Primary issue: General Illegal Parking. Recommended enforcement around 4:00."
8961892ed2bffff,"Murphy Road, 1 MG Road Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.974058716030656,77.62039116897783,26.864777540586783,42.664119629383194,65.79013746126545,Critical,485,65.1,402.7221814159221,NO PARKING,General Illegal Parking,Routine monitoring,23,"Murphy Road, 1 MG Road Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India) has a PCRI of 26.9 from 485 violations. Primary issue: General Illegal Parking. Recommended enforcement around 23:00."
89618925d03ffff,"East End A Main Road, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",12.91787335,77.59692834333333,26.85519868795418,24.170049587541726,43.719016452982125,High,60,6.6,27.131767503543852,WRONG PARKING,Road Capacity Reduction,Increase enforcement and towing,21,"East End A Main Road, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India) has a PCRI of 26.9 from 60 violations. Primary issue: Road Capacity Reduction. Recommended enforcement around 21:00."
8961892f69bffff,"1st Cross Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",13.045887333181819,77.75034258772727,26.731414681415455,38.91021465589978,57.40929344009164,Critical,220,54.6,294.7396835028693,NO PARKING,General Illegal Parking,Routine monitoring,6,"1st Cross Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India) has a PCRI of 26.7 from 220 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
8960145a64fffff,"4th Main Road, Chamrajpet 5th Main Junction, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",12.958029397560976,77.56726194959349,26.598564887041604,25.61746228042224,51.26354542553497,High,123,11.8,56.87932247413944,NO PARKING,Road Capacity Reduction,Increase enforcement and towing,5,"4th Main Road, Chamrajpet 5th Main Junction, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India) has a PCRI of 26.6 from 123 violations. Primary issue: Road Capacity Reduction. Recommended enforcement around 5:00."
8961892cc57ffff,"5th Cross Road, Rajath Greens, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",13.03483597533512,77.62447190214478,26.545199633184254,28.596204901403066,63.00427725016699,High,373,20.4,120.85481826725645,NO PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,21,"5th Cross Road, Rajath Greens, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India) has a PCRI of 26.5 from 373 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 21:00."
89618924053ffff,"7th Cross Road, Chikka Biddappa Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",12.893054477179806,77.63728004870717,26.467951115139087,42.35154748524816,66.48880451250669,Critical,518,65.1,406.9989427940993,WRONG PARKING,Demand Overflow,Create dedicated parking capacity,20,"7th Cross Road, Chikka Biddappa Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India) has a PCRI of 26.5 from 518 violations. Primary issue: Demand Overflow. Recommended enforcement around 20:00."
8961892e923ffff,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.984545441531175,77.60317129133374,26.46582377119744,43.22750550929757,69.3934886821981,Critical,681,67.1,437.8294900412963,WRONG PARKING,General Illegal Parking,Routine monitoring,4,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India) has a PCRI of 26.5 from 681 violations. Primary issue: General Illegal Parking. Recommended enforcement around 4:00."
8961892e483ffff,"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",12.971115990465284,77.71219162036172,26.438057522026014,38.07799958105097,65.83381296036592,Critical,487,51.3,317.56318032026644,WRONG PARKING,General Illegal Parking,Routine monitoring,21,"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India) has a PCRI of 26.4 from 487 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
8960145a69bffff,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",12.942944573680597,77.57120060118481,26.414350722774316,46.54940262807884,73.75745027823542,Critical,1027,76.3,529.1687650309528,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India) has a PCRI of 26.4 from 1027 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8961892530bffff,"Golf Avenue Road, Muniallappa Garden, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",12.959359756432727,77.64545551582091,26.369841166314455,42.659056416265095,68.56689852208123,Critical,630,65.8,424.2327257552118,NO PARKING,General Illegal Parking,Routine monitoring,21,"Golf Avenue Road, Muniallappa Garden, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India) has a PCRI of 26.4 from 630 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
8960145b52bffff,"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",12.975624472552516,77.56137573732691,26.3049764933846,43.9309406940892,67.87041604376488,Critical,590,70.4,449.2798476253894,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India) has a PCRI of 26.3 from 590 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8960145b00fffff,"Sri Venkataranga Ayangar Road, Shivanandappa Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",12.995415688308977,77.57142310835074,26.278861969485263,42.90545576710429,73.01853931428658,Critical,958,65.1,446.96950897491183,WRONG PARKING,General Illegal Parking,Routine monitoring,1,"Sri Venkataranga Ayangar Road, Shivanandappa Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India) has a PCRI of 26.3 from 958 violations. Primary issue: General Illegal Parking. Recommended enforcement around 1:00."
89618924b77ffff,"Subramanyapura Main Road, VVR Supreme Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)",12.909509227674365,77.55012100954568,26.207051094163496,24.966746704430523,43.543227837753804,High,59,11.2,45.85665909688752,PARKING IN A MAIN ROAD,Road Capacity Reduction,Increase enforcement and towing,5,"Subramanyapura Main Road, VVR Supreme Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India) has a PCRI of 26.2 from 59 violations. Primary issue: Road Capacity Reduction. Recommended enforcement around 5:00."
8960145a06bffff,"Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India)",12.952223136612638,77.5408559773533,26.1908686440464,40.02594847440161,67.87041604376488,Critical,590,57.9,369.5071474078131,NO PARKING,General Illegal Parking,Routine monitoring,19,"Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India) has a PCRI of 26.2 from 590 violations. Primary issue: General Illegal Parking. Recommended enforcement around 19:00."
8961892588bffff,"Hosur Road, Prestige Blue Chip Software Park, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",12.936220891099477,77.60670873612565,25.9880203793451,32.36873461951689,55.91330073986175,High,191,35.5,186.64108570698625,NO PARKING,Road Capacity Reduction,Increase enforcement and towing,21,"Hosur Road, Prestige Blue Chip Software Park, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India) has a PCRI of 26.0 from 191 violations. Primary issue: Road Capacity Reduction. Recommended enforcement around 21:00."
89618925403ffff,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",12.926447895344886,77.6775572793236,25.924955956129796,42.30625589781967,71.02396192054675,Critical,794,65.1,434.760071663997,NO PARKING,General Illegal Parking,Routine monitoring,21,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India) has a PCRI of 25.9 from 794 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
8961892541bffff,"Outer Ring Road, Citilights Liberty Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",12.927515496709823,77.6803322622694,25.78763586971226,38.966149191536985,70.84861920662388,Critical,781,54.6,363.737268833774,WRONG PARKING,General Illegal Parking,Routine monitoring,21,"Outer Ring Road, Citilights Liberty Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India) has a PCRI of 25.8 from 781 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
89618925d17ffff,"East End A Main Road, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",12.91689908852459,77.59683965737706,25.769445110795125,25.963257501276665,43.89194658974038,High,61,15.8,65.20872328371244,NO PARKING,Road Capacity Reduction,Increase enforcement and towing,22,"East End A Main Road, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India) has a PCRI of 25.8 from 61 violations. Primary issue: Road Capacity Reduction. Recommended enforcement around 22:00."
8961892eca7ffff,"Domlur Inner Ring Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.969621295839772,77.64139877461123,25.769291317568467,42.69130641855944,68.36270084256493,Critical,618,67.8,435.8255374880156,NO PARKING,General Illegal Parking,Routine monitoring,2,"Domlur Inner Ring Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India) has a PCRI of 25.8 from 618 violations. Primary issue: General Illegal Parking. Recommended enforcement around 2:00."
8960145b0cbffff,"Anna Basavanna Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.99665782871287,77.58414179207921,25.74877606489401,35.34198455590996,60.80041285581896,Critical,303,45.4,259.55305764384246,NO PARKING,General Illegal Parking,Routine monitoring,4,"Anna Basavanna Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India) has a PCRI of 25.7 from 303 violations. Primary issue: General Illegal Parking. Recommended enforcement around 4:00."
8960145b563ffff,"Magadi Road, Sobha Rajvilas, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",12.978973593506494,77.56441403896103,25.669264733930287,24.681246392020885,46.33346367906573,High,77,11.8,51.40916415493719,PARKING ON FOOTPATH,Road Capacity Reduction,Increase enforcement and towing,6,"Magadi Road, Sobha Rajvilas, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India) has a PCRI of 25.7 from 77 violations. Primary issue: Road Capacity Reduction. Recommended enforcement around 6:00."
8961892e9afffff,"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.980879838559863,77.60459825197239,25.6270832567333,42.78845651339772,68.8332027418181,Critical,646,68.4,442.7084865438617,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India) has a PCRI of 25.6 from 646 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8960145b077ffff,"Siddavanahalli Krishna Sharma Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",12.998316448343559,77.56917783595092,25.528418892983918,42.581975208089965,71.30123939018723,Critical,815,67.1,449.8662032180915,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"Siddavanahalli Krishna Sharma Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India) has a PCRI of 25.5 from 815 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8961892ecb3ffff,"Sir CV Raman Hospital Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.96949948650454,77.64773326489615,25.52590502897141,31.555876721036046,56.24055637844065,High,197,34.2,180.85873244975312,NO PARKING,General Illegal Parking,Routine monitoring,4,"Sir CV Raman Hospital Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India) has a PCRI of 25.5 from 197 violations. Primary issue: General Illegal Parking. Recommended enforcement around 4:00."
89618925b2fffff,"Tippu Sultan Palace Road, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",12.958882333174603,77.5756616120635,25.520684673732635,41.082938327049554,68.56689852208123,Critical,630,63.2,407.46973051260466,WRONG PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,8,"Tippu Sultan Palace Road, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India) has a PCRI of 25.5 from 630 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 8:00."
8960145913bffff,"Jalahalli Cross Road, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",13.039887400609755,77.51856536920732,25.511346866878487,34.9509065274041,61.64089498744658,Critical,328,44.7,259.08378145921216,NO PARKING,General Illegal Parking,Routine monitoring,6,"Jalahalli Cross Road, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India) has a PCRI of 25.5 from 328 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
